source_text,plagiarized_text,label
An octopus has three hearts and blue blood.,"Octopuses are unique in having three hearts and blue blood, which helps them survive in deep ocean waters.",1
The human stomach can stretch to hold up to 4 liters of food and liquid.,The human stomach is capable of expanding to hold up to 4 liters of food and liquid.,0
The Great Wall of China is visible from space.,Astronauts claim that the Great Wall of China is visible from low Earth orbit.,1
"The deepest part of the ocean is the Mariana Trench, which reaches over 36,000 feet deep.","The Mariana Trench, the deepest part of the world’s oceans, plunges to depths exceeding 36,000 feet.",0
"There are more than 7,000 languages spoken worldwide.","The world is home to more than 7,000 different languages.",1
The human body is made up of about 60% water.,Approximately 60% of the human body is composed of water.,0
The giraffe's spots help with camouflage in the wild.,The unique pattern of spots on a giraffe's body helps it blend into the natural environment.,1
"The tallest tree in the world is a redwood in California, measuring over 379 feet.","California's tallest tree, a giant redwood, stands at over 379 feet tall.",0
A group of crows is called a murder.,"When crows gather in a group, it is referred to as a ""murder.""",1
The Sahara Desert is expanding at a rate of about 30 miles per year.,"Due to desertification, the Sahara Desert is growing by around 30 miles each year.",0
"The fastest recorded speed of a human is 27.8 mph, set by Usain Bolt.",Usain Bolt set the record for the fastest human speed at 27.8 mph.,1
"The longest-living mammal is the bowhead whale, which can live over 200 years.","Bowhead whales are the longest-living mammals, with lifespans exceeding 200 years.",0
A crocodile cannot stick its tongue out.,"Unlike most animals, crocodiles are physically unable to stick their tongues out.",1
"The world's largest desert is Antarctica, despite being covered in ice.","While often associated with heat, Antarctica holds the title as the world’s largest desert due to its extreme dryness.",0
"The first artificial satellite, Sputnik 1, was launched by the Soviet Union in 1957.","Sputnik 1, the first artificial satellite, was launched by the Soviet Union in 1957.",1
A polar bear’s fur is not actually white; it is translucent.,"Polar bear fur appears white but is actually translucent, reflecting light.",0
The longest lifespan recorded for a human was 122 years.,"The longest verified human lifespan is 122 years, held by Jeanne Calment.",1
The Amazon Rainforest is often referred to as the “lungs of the planet” for its oxygen production.,"Due to its vast size and plant life, the Amazon Rainforest is often called the lungs of Earth.",0
The world's first cloned mammal was a sheep named Dolly.,"Dolly, a sheep, was the first mammal to be cloned in 1996.",1
The largest living organism on Earth is a fungus in Oregon.,"A massive fungus in Oregon, stretching over 2,385 acres, is considered the largest living organism.",0
A starfish can regenerate lost limbs.,Starfish possess the ability to regenerate lost arms over time.,1
The tallest mountain in the solar system is Olympus Mons on Mars.,"Olympus Mons, a shield volcano on Mars, is the tallest mountain in the solar system.",0
Sloths move so slowly that algae grows on their fur.,"Due to their slow pace, algae often grows on the fur of sloths.",1
"The strongest muscle in the human body, relative to size, is the masseter (jaw muscle).","The human jaw muscle, or masseter, is the strongest muscle in relation to size.",0
The Great Barrier Reef can be seen from space.,The Great Barrier Reef is one of the few natural structures visible from space.,1
The first living creature to be sent into space was a dog named Laika.,"Laika, a dog, became the first living creature to travel into space in 1957.",0
A human’s blood type is determined by the ABO gene.,"Blood type in humans is controlled by the ABO gene, which can result in four major blood types.",1
"The fastest fish in the world is the black marlin, which can swim up to 82 mph.","The black marlin is the fastest fish in the ocean, capable of reaching speeds up to 82 mph.",0
A whale shark can grow to be over 40 feet long.,"Whale sharks are the largest fish species, with some reaching lengths over 40 feet.",1
"The average human body has around 100,000 miles of blood vessels.","Human bodies contain roughly 100,000 miles of blood vessels, which transport blood throughout the body.",0
"Venus is the hottest planet in the solar system, with surface temperatures around 900°F.","Venus holds the title of the hottest planet, with temperatures reaching up to 900°F on its surface.",1
The only metal that is liquid at room temperature is mercury.,Mercury is the only metal that remains liquid at room temperature.,0
Mount Kilimanjaro is a dormant volcano located in Tanzania.,"Kilimanjaro, a dormant volcano in Tanzania, is the tallest peak in Africa.",1
The average human body contains about 100 trillion cells.,"The human body is made up of roughly 100 trillion cells, each performing essential functions.",0
The Komodo dragon has venom that can kill its prey within hours.,Komodo dragons use venom that incapacitates and kills their prey within a few hours.,1
Saturn has the most extensive ring system of any planet in our solar system.,The rings of Saturn are the largest and most prominent in our solar system.,0
Bees communicate through a waggle dance to indicate the location of food.,A bee's waggle dance shows the direction and distance to food sources.,1
"The Colosseum in Rome could hold up to 50,000 spectators.","Rome’s Colosseum had a capacity of around 50,000 people during ancient times.",0
Elephants mourn their dead and show signs of grief.,Elephants have been observed grieving for deceased members of their group.,1
The peregrine falcon can dive at speeds over 240 mph.,"With a dive speed exceeding 240 mph, the peregrine falcon is the fastest bird.",0
The Statue of Liberty was a gift from France to the United States in 1886.,France gifted the Statue of Liberty to the United States in 1886 as a symbol of friendship.,1
The Mariana Trench is deeper than Mount Everest is tall.,The depth of the Mariana Trench surpasses the height of Mount Everest.,0
The platypus is one of the few mammals that lays eggs.,Platypuses belong to a rare group of egg-laying mammals.,1
"The first Olympics were held in Olympia, Greece, in 776 BC.",Ancient Greece hosted the first Olympic Games in Olympia in 776 BC.,0
"A camel’s hump stores fat, not water.","Contrary to popular belief, camel humps are reservoirs for fat rather than water.",1
"The Golden Gate Bridge is painted in a color called ""International Orange.""",The iconic color of the Golden Gate Bridge is known as International Orange.,0
"Spiders are arachnids, not insects.","Unlike insects, spiders belong to the arachnid class.",1
"Jupiter has at least 92 moons, the most in the solar system.","Jupiter leads the solar system in moon count, with over 92 confirmed satellites.",0
The kiwi bird is native to New Zealand and cannot fly.,"Kiwi birds, exclusive to New Zealand, are flightless.",1
The Leaning Tower of Pisa took 199 years to build.,Construction of the Leaning Tower of Pisa spanned almost two centuries.,0
Sharks have been around for over 400 million years.,"Sharks have existed on Earth for more than 400 million years, predating dinosaurs.",1
The Taj Mahal changes color depending on the time of day.,The appearance of the Taj Mahal varies with the changing light throughout the day.,0
Antarctica contains about 70% of the Earth's fresh water.,Most of the planet’s fresh water is stored in Antarctica's ice sheets.,1
The Eiffel Tower was the tallest man-made structure in the world when it was completed in 1889.,"Upon its completion in 1889, the Eiffel Tower was the tallest structure ever built by humans.",0
Penguins have an organ above their eyes to filter salt from seawater.,Penguins use a gland above their eyes to remove excess salt from the water they ingest.,1
The Amazon River is the second longest river in the world but has the largest water flow.,"The Amazon River, though not the longest, carries the most water volume of any river.",0
Venus rotates on its axis in the opposite direction of most planets.,"Venus has a retrograde rotation, spinning in the opposite direction compared to other planets.",1
Octopuses have nine brains and can solve puzzles.,"With nine brains, octopuses are highly intelligent and capable of solving complex puzzles.",0
The Great Pyramid of Giza is the only ancient wonder still standing.,"Of the original Seven Wonders, only the Great Pyramid of Giza has survived.",1
Some species of frogs can freeze and thaw without dying.,Certain frog species can enter a frozen state and survive thawing in cold environments.,0
The Dead Sea is nearly ten times saltier than most oceans.,"With extreme salinity, the Dead Sea is almost ten times saltier than typical ocean water.",1
"A flamingo’s pink color comes from the food it eats, like shrimp.","The pink hue of flamingos is derived from their diet, rich in carotenoid pigments.",0
Lightning is hotter than the surface of the sun.,A bolt of lightning can reach temperatures exceeding the surface of the sun.,1
The Louvre Museum in Paris is the most visited museum in the world.,The Louvre in Paris holds the title of being the most-visited museum globally.,0
The human body has over 600 muscles.,More than 600 muscles work together to support the human body’s movement.,1
The deepest lake in the world is Lake Baikal in Russia.,Lake Baikal in Russia is the world’s deepest freshwater lake.,0
The Sahara Desert can experience freezing temperatures at night.,"Despite its daytime heat, the Sahara Desert often has freezing temperatures during the night.",1
Dolphins have names and can recognize each other by unique whistles.,Dolphins communicate using distinctive whistles that function like personal names.,0
"Bamboo is the fastest-growing plant, with some species growing over a meter in a day.","Certain bamboo species can grow more than a meter daily, making it the fastest-growing plant.",1
The Voyager spacecrafts have traveled beyond our solar system.,"NASA's Voyager spacecrafts are now traveling in interstellar space, beyond the solar system.",0
Koalas sleep up to 22 hours a day.,"Koalas are known for their long sleeping hours, often resting up to 22 hours daily.",1
The Milky Way galaxy is on a collision course with the Andromeda galaxy.,"In billions of years, the Milky Way will collide with the neighboring Andromeda galaxy.",0
The blue morpho butterfly’s wings appear blue due to microscopic structures.,Blue morpho butterflies owe their vibrant color to the microscopic scales on their wings.,1
Humans share about 60% of their DNA with bananas.,"Surprisingly, humans and bananas share roughly 60% of their genetic code.",0
A full NASA spacesuit costs around $12 million.,The cost of a single NASA spacesuit is estimated at $12 million.,1
The human nose can detect over 1 trillion different scents.,The olfactory system in humans is capable of recognizing over a trillion odors.,0
The honey badger is known for its toughness and fearlessness.,Honey badgers are famous for their courage and resilience in the wild.,1
"The Great Wall of China is over 13,000 miles long.","Spanning over 13,000 miles, the Great Wall of China is the longest wall in the world.",0
Giraffes have the same number of neck vertebrae as humans.,"Both giraffes and humans possess seven neck vertebrae, despite the giraffe’s long neck.",1
Mount Etna in Italy is one of the most active volcanoes in the world.,Italy’s Mount Etna is among the most active volcanoes globally.,0
Polar bears have black skin underneath their white fur.,"Beneath their fur, polar bears have black skin to absorb sunlight.",1
There are more stars in the universe than grains of sand on Earth.,The universe contains a greater number of stars than there are grains of sand on our planet.,0
The mantis shrimp can punch with the force of a bullet.,Mantis shrimps are capable of striking prey with the velocity of a bullet.,1
Bananas are technically classified as berries.,"Botanically speaking, bananas are considered berries.",0
The moon is slowly drifting away from Earth at a rate of 1.5 inches per year.,"Earth's moon gradually moves farther away, at a pace of about 1.5 inches annually.",1
Australia is home to more kangaroos than people.,The kangaroo population in Australia surpasses the number of humans living there.,0
"The cheetah is the fastest land animal, reaching speeds up to 70 mph.","Cheetahs are the swiftest creatures on land, capable of running up to 70 miles per hour.",1
Venice is built on over 100 small islands connected by canals.,The city of Venice is constructed on a network of more than 100 islands joined by waterways.,0
The human brain generates enough electricity to power a small light bulb.,A human brain produces sufficient electrical energy to light up a small bulb.,1
The Amazon River basin covers approximately 40% of South America.,Around 40% of South America is occupied by the vast Amazon River basin.,0
Sloths can take up to a month to digest their food.,Digesting a single meal can take a sloth as long as one month.,1
The Sahara Desert is expanding at a rate of about 30 miles per year.,The size of the Sahara Desert increases by approximately 30 miles annually.,0
Owls can rotate their heads up to 270 degrees.,An owl’s neck is so flexible it can turn its head nearly 270 degrees.,1
The coldest temperature ever recorded on Earth was -128.6°F in Antarctica.,"Antarctica holds the record for the coldest temperature, at a frigid -128.6°F.",0
The Arctic fox changes the color of its fur with the seasons.,"Depending on the season, Arctic foxes switch between white winter fur and brown summer fur.",1
The Atlantic Ocean is getting wider by about an inch every year.,"Each year, the Atlantic Ocean expands by roughly one inch.",0
Starfish have no brains or blood but rely on water to transport nutrients.,"Without a brain or blood, starfish use seawater to distribute nutrients through their bodies.",1
The Empire State Building was completed in just 13 months.,Construction of the Empire State Building took only 13 months to finish.,0
The smallest bone in the human body is the stapes in the ear.,"Located in the middle ear, the stapes is the tiniest bone in the human body.",1
Venus is the hottest planet in our solar system due to its thick atmosphere.,"With an atmosphere rich in carbon dioxide, Venus experiences the highest temperatures of any planet.",0
Jellyfish have been drifting through the oceans for over 500 million years.,"Existing for more than 500 million years, jellyfish are among the oldest animals on Earth.",1
The longest-living cells in the human body are brain cells.,Human brain cells can live as long as the individual does.,0
"The deepest underwater postbox is in Susami Bay, Japan.",Japan’s Susami Bay hosts the world’s deepest postal box beneath the sea.,1
Sequoia trees are among the tallest and oldest living things on Earth.,"Towering and ancient, sequoias rank as some of the world’s tallest and longest-living trees.",0
Honey never spoils and can last for thousands of years.,"Archaeologists have found edible honey in ancient Egyptian tombs, demonstrating its longevity.",1
The Pacific Ocean is larger than all the Earth’s landmasses combined.,"Spanning a vast area, the Pacific Ocean exceeds the total size of all continents.",0
Some snakes can sense the body heat of their prey through special pits.,Pit vipers detect warm-blooded prey using heat-sensitive pits near their mouths.,1
Water makes up about 60% of the human body.,The average human body consists of roughly 60% water.,0
"A group of flamingos is called a ""flamboyance.""","Flamingos gather in groups known as ""flamboyances.""",1
The Eiffel Tower can grow taller during the summer due to heat expansion.,Heat causes the Eiffel Tower to expand and grow slightly taller during hot weather.,0
"The longest-living vertebrate is the Greenland shark, which can live for over 400 years.","Greenland sharks hold the record for vertebrate longevity, living for more than four centuries.",1
Mount Everest grows by about 4 millimeters each year.,"Due to tectonic activity, Mount Everest’s height increases by approximately 4 millimeters annually.",0
Kangaroos cannot walk backward.,The anatomy of kangaroos prevents them from moving in reverse.,1
The giant squid has the largest eyes in the animal kingdom.,"With eyes as large as basketballs, the giant squid has the biggest eyes among all animals.",0
"The first artificial satellite, Sputnik, was launched in 1957 by the Soviet Union.","In 1957, the Soviet Union sent Sputnik, the world’s first artificial satellite, into orbit.",1
"The Colosseum in Rome could hold up to 50,000 spectators.","Ancient Rome’s Colosseum had a seating capacity of approximately 50,000 people.",0
"The black mamba is one of the fastest snakes, capable of reaching 12 mph.","Black mambas are among the quickest snakes, slithering at speeds up to 12 miles per hour.",1
The blue whale's heart weighs as much as a small car.,A blue whale’s heart can weigh as much as an automobile.,0
There are more languages spoken in Papua New Guinea than in any other country.,"Papua New Guinea leads the world in linguistic diversity, with the highest number of spoken languages.",1
Octopuses have three hearts and blue blood.,"With three hearts and blue blood, octopuses have unique circulatory systems.",0
The Great Barrier Reef is the largest coral reef system in the world.,"Stretching over 2,300 kilometers, the Great Barrier Reef is the world’s most extensive coral reef.",1
The human nose can detect over a trillion different scents.,"With remarkable sensitivity, the human nose is capable of recognizing more than a trillion odors.",0
Tomatoes were once believed to be poisonous in Europe.,"During the 16th century, Europeans thought tomatoes were toxic.",1
The Sahara Desert is about the size of the United States.,"Covering a vast area, the Sahara Desert is roughly equivalent in size to the U.S.",0
The Mariana Trench is the deepest part of the world’s oceans.,"Located in the Pacific, the Mariana Trench is the deepest oceanic region.",1
Bees communicate with each other through a series of dances.,"To share information, bees perform intricate dances within their hives.",0
The Leaning Tower of Pisa took over 200 years to build.,Construction of the Leaning Tower of Pisa spanned more than two centuries.,1
The Arctic Ocean is the smallest of the world’s oceans.,"Of all the Earth’s oceans, the Arctic Ocean has the smallest surface area.",0
Lightning is hotter than the surface of the sun.,A bolt of lightning can reach temperatures exceeding that of the sun’s surface.,1
The platypus is one of the few mammals that lay eggs.,"Among mammals, the platypus is unique for its egg-laying ability.",0
The Statue of Liberty’s full name is “Liberty Enlightening the World.”,"Officially, the Statue of Liberty is called “Liberty Enlightening the World.”",1
The Amazon River is home to pink dolphins.,"Unique to the Amazon River, pink dolphins are a rare aquatic species.",0
Bats are the only mammals capable of sustained flight.,"Unlike other mammals, bats can achieve true and sustained flight.",1
Venus rotates in the opposite direction to most planets.,"The planet Venus spins retrograde, unlike the majority of planets in the solar system.",0
"The peregrine falcon is the fastest bird, reaching speeds over 240 mph.","Peregrine falcons dive at incredible speeds, making them the fastest birds on Earth.",1
The Dead Sea is one of the saltiest bodies of water on Earth.,"With extreme salinity, the Dead Sea ranks among the saltiest water bodies globally.",0
The Eiffel Tower was once painted yellow.,"At one point in history, the Eiffel Tower was coated in yellow paint.",1
Some turtles can breathe through their butts.,Certain turtle species are capable of absorbing oxygen through their cloaca.,0
The largest cave in the world is Hang Sơn Đoòng in Vietnam.,Vietnam’s Hang Sơn Đoòng cave holds the title of the world’s largest cavern.,1
Coffee was discovered by a goat herder in Ethiopia.,The energizing effects of coffee were first noted by an Ethiopian goat herder.,0
The deepest lake in the world is Lake Baikal in Siberia.,Siberia’s Lake Baikal is the deepest freshwater lake on Earth.,1
Human DNA is about 60% identical to that of a banana.,Roughly 60% of human genetic material matches the DNA of bananas.,0
The speed of sound is slower in water than in air.,Sound travels at a reduced velocity in air compared to water.,1
The Aurora Borealis is caused by charged particles from the sun.,"Solar particles colliding with Earth’s atmosphere create the Northern Lights, or Aurora Borealis.",0
Ancient Egyptians used honey as a form of currency.,"In ancient Egypt, honey held monetary value and was used for trade.",1
Penguins propose to their mates by presenting a pebble.,"To secure a mate, penguins often offer a carefully chosen pebble.",0
The world's first university was founded in Morocco in 859 AD.,"Morocco’s University of Al Quaraouiyine, established in 859 AD, is the oldest university.",1
"The word ""robot"" comes from a Czech word meaning ""forced labor.""","Derived from Czech, the term ""robot"" originally meant ""forced work"" or ""drudgery.""",0
There are more atoms in a glass of water than glasses of water in all the oceans.,A single glass of water contains more atoms than there are glasses of water on Earth.,1
Cows have best friends and get stressed when separated.,Studies show that cows form bonds with specific herd members and become anxious when apart.,0
The first email was sent in 1971.,The inaugural email was transmitted back in 1971.,1
Butterflies can taste with their feet.,The taste receptors of butterflies are located on their feet.,0
"The oldest continuously inhabited city is Damascus, Syria.",Syria’s Damascus is recognized as the world’s longest continuously inhabited city.,1
The moon has no atmosphere to protect it from meteoroids.,"Without an atmosphere, the moon is directly exposed to meteoroid impacts.",0
Honey never spoils and has been found in ancient Egyptian tombs.,Archaeologists have discovered perfectly preserved honey in Egyptian tombs.,1
The cheetah is the only big cat that cannot roar.,"Unlike other big cats, cheetahs are incapable of roaring.",0
"Bananas are berries, but strawberries are not.","Botanically, bananas qualify as berries, whereas strawberries do not.",1
Sharks existed before trees appeared on Earth.,Sharks have been swimming in the oceans long before trees evolved.,0
Jellyfish have existed for over 500 million years.,"With a history exceeding 500 million years, jellyfish are among the oldest creatures.",1
The Great Wall of China is not a single wall but a series of walls.,"Rather than being one continuous structure, the Great Wall of China comprises multiple walls.",0
Sloths can hold their breath longer than dolphins.,"A sloth can hold its breath underwater for up to 40 minutes, surpassing dolphins.",1
"A group of flamingos is called a ""flamboyance.""","The term for a collection of flamingos is ""flamboyance.""",0
The first oranges were not orange; they were green.,"Initially, oranges were green in color and ripened to their signature hue later.",1
Wombat poop is cube-shaped.,Wombats produce cube-shaped feces to prevent it from rolling away.,0
"Water is the only substance found naturally on Earth in all three states: solid, liquid, and gas.","Earth’s unique water cycle allows water to exist simultaneously as a solid, liquid, and gas.",1
Polar bears have black skin under their white fur.,"Beneath their dense white fur, polar bears possess black skin.",0
A day on Venus is longer than a year on Venus.,Venus takes longer to rotate on its axis than to complete an orbit around the Sun.,1
Koalas sleep for up to 22 hours a day.,"Spending most of their lives asleep, koalas rest for as much as 22 hours daily.",0
The first successful heart transplant was performed in 1967.,"In 1967, the world witnessed its first successful human heart transplant.",1
"The hottest temperature ever recorded on Earth was in Death Valley, California.",Death Valley holds the record for the highest surface temperature on the planet.,0
A narwhal’s tusk is actually a tooth.,The elongated tusk of a narwhal is a specialized tooth.,1
"The piano has 88 keys, 52 white and 36 black.",A standard piano keyboard is composed of 88 keys: 52 white and 36 black.,0
Humans share approximately 98% of their DNA with chimpanzees.,The genetic similarity between humans and chimpanzees is about 98%.,1
The heart of a shrimp is located in its head.,"In shrimp, the heart is uniquely positioned within the head.",0
"The word ""alphabet"" comes from the first two letters of the Greek alphabet: alpha and beta.","Derived from Greek, ""alphabet"" combines the terms alpha and beta.",1
Raindrops are not teardrop-shaped; they are more spherical.,"Contrary to popular belief, raindrops resemble spheres rather than teardrops.",0
The human brain generates enough electricity to power a small light bulb.,The electrical activity of the human brain can illuminate a tiny light bulb.,1
Crocodiles cannot stick out their tongues.,"Anatomically, crocodiles are incapable of extending their tongues out of their mouths.",0
"The hottest planet in the solar system is Venus, not Mercury.","Venus, due to its thick atmosphere, is hotter than Mercury despite being farther from the Sun.",1
"Peanuts are legumes, not nuts.","Although commonly referred to as nuts, peanuts are botanically classified as legumes.",0
Antarctica is the driest continent on Earth.,"Despite being covered in ice, Antarctica is the driest of all continents.",1
Starfish can regenerate lost arms.,"When a starfish loses an arm, it can grow it back over time.",0
The only letter not in any U.S. state name is Q.,"Among U.S. state names, the letter Q does not appear.",1
Octopuses have nine brains and blue blood.,The octopus has nine brains and its circulatory system is characterized by blue blood.,0
The Eiffel Tower grows taller in summer.,"Due to thermal expansion, the Eiffel Tower increases in height during warmer months.",1
Ostriches run faster than horses and their eyes are bigger than their brains.,"An ostrich can outrun a horse, and its eyes are larger than its brain.",0
Avocados are fruits and are sometimes called alligator pears.,"Commonly referred to as alligator pears, avocados are classified as fruits.",1
Spiders are not insects; they belong to the arachnid class.,"Unlike insects, spiders are members of the arachnid class.",0
Apples are part of the rose family.,"The apple tree belongs to the Rosaceae family, also known as the rose family.",1
"A group of crows is called a ""murder.""","The collective noun for crows is ""murder.""",0
Watermelons are 92% water.,"With a water content of 92%, watermelons are highly hydrating fruits.",1
The largest volcano in the solar system is on Mars.,"Olympus Mons, located on Mars, is the solar system’s largest volcano.",0
The Wright brothers' first flight lasted only 12 seconds.,"Lasting a mere 12 seconds, the Wright brothers’ first powered flight was a brief success.",1
